"","year","sex","education","vocabulary","year_group"
"19870550",1987,"Male",9,3,"[1974,1995]"
"20160611",2016,"Female",12,0,"(1995,2016]"
"20061807",2006,"Male",14,7,"(1995,2016]"
"19821353",1982,"Male",13,6,"[1974,1995]"
"20101796",2010,"Male",12,5,"(1995,2016]"
"20162350",2016,"Female",14,5,"(1995,2016]"
"20100704",2010,"Female",20,8,"(1995,2016]"
"19940560",1994,"Female",11,5,"[1974,1995]"
"19780819",1978,"Male",14,7,"[1974,1995]"
"19880329",1988,"Female",12,6,"[1974,1995]"
"19823020",1982,"Male",12,3,"[1974,1995]"
"20064213",2006,"Female",12,3,"(1995,2016]"
"19930005",1993,"Female",17,9,"[1974,1995]"
"19880246",1988,"Male",13,5,"[1974,1995]"
"20141526",2014,"Male",13,5,"(1995,2016]"
"20081735",2008,"Male",16,6,"(1995,2016]"
"19760059",1976,"Male",13,5,"[1974,1995]"
"19961966",1996,"Male",14,5,"(1995,2016]"
"20060367",2006,"Male",6,4,"(1995,2016]"
"19960489",1996,"Female",16,8,"(1995,2016]"
"19941160",1994,"Female",14,8,"[1974,1995]"
"19900513",1990,"Female",16,7,"[1974,1995]"
"20040005",2004,"Female",17,8,"(1995,2016]"
"20100385",2010,"Female",15,6,"(1995,2016]"
"19780290",1978,"Male",12,4,"[1974,1995]"
"19872130",1987,"Female",12,8,"[1974,1995]"
"20141673",2014,"Male",8,6,"(1995,2016]"
"19841001",1984,"Male",12,6,"[1974,1995]"
"19780471",1978,"Female",6,2,"[1974,1995]"
"19960630",1996,"Female",14,2,"(1995,2016]"
"19821328",1982,"Female",8,5,"[1974,1995]"
"20161937",2016,"Male",12,4,"(1995,2016]"
"19960957",1996,"Male",12,5,"(1995,2016]"
"20140279",2014,"Female",16,7,"(1995,2016]"
"19821456",1982,"Female",12,5,"[1974,1995]"
"19840661",1984,"Male",12,6,"[1974,1995]"
"19820073",1982,"Female",13,6,"[1974,1995]"
"20060633",2006,"Female",13,6,"(1995,2016]"
"19761516",1976,"Male",14,5,"[1974,1995]"
"19911152",1991,"Male",12,9,"[1974,1995]"
"19760682",1976,"Female",12,4,"[1974,1995]"
"20120552",2012,"Male",15,8,"(1995,2016]"
"19821056",1982,"Female",12,3,"[1974,1995]"
"20001828",2000,"Female",12,6,"(1995,2016]"
"20121321",2012,"Female",12,6,"(1995,2016]"
"20040556",2004,"Female",14,6,"(1995,2016]"
"19841056",1984,"Male",10,6,"[1974,1995]"
"19961876",1996,"Female",16,7,"(1995,2016]"
"19780815",1978,"Female",14,4,"[1974,1995]"
"19820647",1982,"Male",12,3,"[1974,1995]"
"19761058",1976,"Female",7,4,"[1974,1995]"
"19870010",1987,"Male",4,3,"[1974,1995]"
"19910431",1991,"Female",12,7,"[1974,1995]"
"20001636",2000,"Female",14,8,"(1995,2016]"
"20160344",2016,"Male",16,9,"(1995,2016]"
"19781321",1978,"Male",12,5,"[1974,1995]"
"19961313",1996,"Female",13,7,"(1995,2016]"
"20100628",2010,"Female",14,6,"(1995,2016]"
"19891070",1989,"Female",12,4,"[1974,1995]"
"19761582",1976,"Male",19,8,"[1974,1995]"
"20062166",2006,"Female",16,7,"(1995,2016]"
"19780387",1978,"Female",13,5,"[1974,1995]"
"20041788",2004,"Female",12,4,"(1995,2016]"
"19780628",1978,"Female",9,7,"[1974,1995]"
"20081009",2008,"Female",10,6,"(1995,2016]"
"19941517",1994,"Male",12,6,"[1974,1995]"
"19961158",1996,"Female",12,6,"(1995,2016]"
"20081425",2008,"Male",11,6,"(1995,2016]"
"20081621",2008,"Male",12,5,"(1995,2016]"
"19760191",1976,"Female",12,8,"[1974,1995]"
"19930179",1993,"Male",15,5,"[1974,1995]"
"19880502",1988,"Female",11,5,"[1974,1995]"
"20063646",2006,"Female",12,5,"(1995,2016]"
"19941202",1994,"Female",17,8,"[1974,1995]"
"19910297",1991,"Female",14,8,"[1974,1995]"
"19760114",1976,"Male",4,2,"[1974,1995]"
"19840808",1984,"Female",8,2,"[1974,1995]"
"19891468",1989,"Female",17,6,"[1974,1995]"
"19780192",1978,"Female",11,6,"[1974,1995]"
"19900957",1990,"Male",12,6,"[1974,1995]"
"19840549",1984,"Male",12,4,"[1974,1995]"
"20080780",2008,"Female",14,7,"(1995,2016]"
"19840192",1984,"Female",12,5,"[1974,1995]"
"20141790",2014,"Male",12,7,"(1995,2016]"
"20001937",2000,"Female",13,3,"(1995,2016]"
"19761494",1976,"Female",7,4,"[1974,1995]"
"19930585",1993,"Female",14,6,"[1974,1995]"
"19780649",1978,"Male",12,5,"[1974,1995]"
"19841274",1984,"Male",18,7,"[1974,1995]"
"19840191",1984,"Female",12,9,"[1974,1995]"
"19820764",1982,"Male",16,10,"[1974,1995]"
"19740484",1974,"Female",13,4,"[1974,1995]"
"20120365",2012,"Female",10,3,"(1995,2016]"
"20160210",2016,"Male",20,7,"(1995,2016]"
"20142182",2014,"Male",18,8,"(1995,2016]"
"20060482",2006,"Female",14,5,"(1995,2016]"
"19780041",1978,"Male",19,9,"[1974,1995]"
"19880445",1988,"Male",6,3,"[1974,1995]"
"19880077",1988,"Male",11,5,"[1974,1995]"
"20042299",2004,"Female",2,4,"(1995,2016]"
"19941509",1994,"Female",16,8,"[1974,1995]"
"20060267",2006,"Male",17,9,"(1995,2016]"
"20061189",2006,"Female",14,8,"(1995,2016]"
"19840098",1984,"Female",16,8,"[1974,1995]"
"19930017",1993,"Female",8,2,"[1974,1995]"
"19872041",1987,"Female",11,2,"[1974,1995]"
"19941837",1994,"Male",20,8,"[1974,1995]"
"20121875",2012,"Female",14,6,"(1995,2016]"
"19781277",1978,"Female",15,8,"[1974,1995]"
"19881427",1988,"Male",12,4,"[1974,1995]"
"20060249",2006,"Male",16,6,"(1995,2016]"
"19960708",1996,"Male",14,5,"(1995,2016]"
"19941610",1994,"Female",13,7,"[1974,1995]"
"20081865",2008,"Male",13,6,"(1995,2016]"
"20041998",2004,"Male",13,6,"(1995,2016]"
"19910865",1991,"Male",8,5,"[1974,1995]"
"20120501",2012,"Male",17,6,"(1995,2016]"
"19942437",1994,"Male",12,6,"[1974,1995]"
"19960023",1996,"Male",15,7,"(1995,2016]"
"19780079",1978,"Male",12,7,"[1974,1995]"
"19891031",1989,"Male",12,6,"[1974,1995]"
"20140160",2014,"Female",14,5,"(1995,2016]"
"20160932",2016,"Female",11,5,"(1995,2016]"
"19823223",1982,"Female",12,0,"[1974,1995]"
"19870312",1987,"Female",12,6,"[1974,1995]"
"19780414",1978,"Female",11,7,"[1974,1995]"
"19820632",1982,"Female",12,5,"[1974,1995]"
"19870377",1987,"Female",12,5,"[1974,1995]"
"19980370",1998,"Female",18,6,"(1995,2016]"
"20121389",2012,"Female",13,7,"(1995,2016]"
"19760542",1976,"Male",11,4,"[1974,1995]"
"19741072",1974,"Female",13,10,"[1974,1995]"
"19741143",1974,"Female",16,8,"[1974,1995]"
"19900732",1990,"Male",6,5,"[1974,1995]"
"19840924",1984,"Female",9,6,"[1974,1995]"
"19780112",1978,"Female",10,3,"[1974,1995]"
"20081203",2008,"Male",12,7,"(1995,2016]"
"20162434",2016,"Male",16,9,"(1995,2016]"
"19942004",1994,"Male",18,5,"[1974,1995]"
"19940314",1994,"Female",16,7,"[1974,1995]"
"20160096",2016,"Male",15,9,"(1995,2016]"
"19982659",1998,"Female",12,5,"(1995,2016]"
"20040795",2004,"Female",12,0,"(1995,2016]"
"20121034",2012,"Female",12,7,"(1995,2016]"
"19881361",1988,"Male",13,4,"[1974,1995]"
"19880629",1988,"Female",13,6,"[1974,1995]"
"19910985",1991,"Male",16,8,"[1974,1995]"
"20142099",2014,"Male",11,2,"(1995,2016]"
"19941134",1994,"Female",7,2,"[1974,1995]"
"19740080",1974,"Female",7,6,"[1974,1995]"
"20161872",2016,"Male",12,5,"(1995,2016]"
"20141870",2014,"Female",16,9,"(1995,2016]"
"20100955",2010,"Female",13,7,"(1995,2016]"
"20120928",2012,"Female",12,7,"(1995,2016]"
"20100882",2010,"Female",15,7,"(1995,2016]"
"20000460",2000,"Male",16,3,"(1995,2016]"
"20064465",2006,"Male",7,4,"(1995,2016]"
"19911374",1991,"Female",12,5,"[1974,1995]"
"19962480",1996,"Female",12,5,"(1995,2016]"
"19910319",1991,"Male",17,10,"[1974,1995]"
"20121726",2012,"Male",16,6,"(1995,2016]"
"20161552",2016,"Male",16,10,"(1995,2016]"
"20140187",2014,"Male",12,8,"(1995,2016]"
"19982623",1998,"Female",10,5,"(1995,2016]"
"20101182",2010,"Female",7,2,"(1995,2016]"
"19981864",1998,"Male",16,8,"(1995,2016]"
"19900531",1990,"Male",14,4,"[1974,1995]"
"20120090",2012,"Male",14,3,"(1995,2016]"
"19781264",1978,"Male",10,4,"[1974,1995]"
"19740477",1974,"Female",12,5,"[1974,1995]"
"20141537",2014,"Male",16,7,"(1995,2016]"
"20142463",2014,"Female",12,4,"(1995,2016]"
"19870500",1987,"Female",16,8,"[1974,1995]"
"19870123",1987,"Male",12,6,"[1974,1995]"
"19961584",1996,"Male",16,8,"(1995,2016]"
"19891075",1989,"Female",12,3,"[1974,1995]"
"19870547",1987,"Male",12,5,"[1974,1995]"
"19890875",1989,"Female",12,4,"[1974,1995]"
"20161481",2016,"Female",16,7,"(1995,2016]"
"19840343",1984,"Male",12,5,"[1974,1995]"
"20140420",2014,"Male",13,6,"(1995,2016]"
"19961873",1996,"Female",12,7,"(1995,2016]"
"20064062",2006,"Male",6,5,"(1995,2016]"
"19840449",1984,"Female",12,8,"[1974,1995]"
"20141644",2014,"Male",12,7,"(1995,2016]"
"19760175",1976,"Female",13,8,"[1974,1995]"
"19940479",1994,"Male",13,10,"[1974,1995]"
"20081136",2008,"Male",14,8,"(1995,2016]"
"20140397",2014,"Female",14,4,"(1995,2016]"
"19891330",1989,"Female",12,6,"[1974,1995]"
"19930043",1993,"Female",18,8,"[1974,1995]"
"19900847",1990,"Male",13,7,"[1974,1995]"
"20101457",2010,"Female",12,8,"(1995,2016]"
"19930637",1993,"Female",8,9,"[1974,1995]"
"20120537",2012,"Male",13,6,"(1995,2016]"
"19780547",1978,"Female",12,5,"[1974,1995]"
"19942599",1994,"Female",14,6,"[1974,1995]"
"20002592",2000,"Female",12,6,"(1995,2016]"
"19740016",1974,"Male",12,1,"[1974,1995]"
"19962408",1996,"Male",12,4,"(1995,2016]"
"20162012",2016,"Female",20,8,"(1995,2016]"
"19761212",1976,"Male",10,3,"[1974,1995]"
"19982192",1998,"Female",12,7,"(1995,2016]"
"19961589",1996,"Male",14,10,"(1995,2016]"
"19761510",1976,"Female",9,3,"[1974,1995]"
"19891415",1989,"Male",11,2,"[1974,1995]"
"19761573",1976,"Female",12,6,"[1974,1995]"
"20060672",2006,"Male",15,6,"(1995,2016]"
"20062677",2006,"Female",13,8,"(1995,2016]"
"19900161",1990,"Female",16,10,"[1974,1995]"
"19740073",1974,"Female",12,6,"[1974,1995]"
"20142248",2014,"Female",13,6,"(1995,2016]"
"19960865",1996,"Male",16,5,"(1995,2016]"
"20101201",2010,"Female",12,4,"(1995,2016]"
"19891201",1989,"Female",15,6,"[1974,1995]"
"20121419",2012,"Male",15,7,"(1995,2016]"
"19840984",1984,"Female",12,6,"[1974,1995]"
"19781016",1978,"Female",14,6,"[1974,1995]"
"19940911",1994,"Female",12,6,"[1974,1995]"
"20161848",2016,"Male",16,8,"(1995,2016]"
"19940755",1994,"Female",18,7,"[1974,1995]"
"19761208",1976,"Male",11,6,"[1974,1995]"
"19961076",1996,"Female",12,6,"(1995,2016]"
"20161016",2016,"Female",15,5,"(1995,2016]"
"19941942",1994,"Female",12,8,"[1974,1995]"
"19962036",1996,"Female",12,3,"(1995,2016]"
"19870684",1987,"Male",12,6,"[1974,1995]"
"19870349",1987,"Male",16,5,"[1974,1995]"
"19961256",1996,"Female",17,8,"(1995,2016]"
"19820258",1982,"Female",13,7,"[1974,1995]"
"20101477",2010,"Female",10,6,"(1995,2016]"
"20140578",2014,"Female",12,7,"(1995,2016]"
"20040603",2004,"Female",16,7,"(1995,2016]"
"19931050",1993,"Female",12,5,"[1974,1995]"
"20120049",2012,"Female",16,10,"(1995,2016]"
"19961894",1996,"Female",11,8,"(1995,2016]"
"19891088",1989,"Female",16,6,"[1974,1995]"
"19821081",1982,"Female",20,10,"[1974,1995]"
"20001850",2000,"Female",12,0,"(1995,2016]"
"20120101",2012,"Male",12,1,"(1995,2016]"
"20000251",2000,"Female",14,6,"(1995,2016]"
"20100307",2010,"Female",12,7,"(1995,2016]"
"19840201",1984,"Male",14,6,"[1974,1995]"
"19941807",1994,"Female",12,6,"[1974,1995]"
"19821391",1982,"Female",13,5,"[1974,1995]"
"19941388",1994,"Female",12,6,"[1974,1995]"
"20121580",2012,"Female",17,4,"(1995,2016]"
"20061305",2006,"Male",13,7,"(1995,2016]"
"19821300",1982,"Female",14,7,"[1974,1995]"
"19891469",1989,"Female",11,4,"[1974,1995]"
"20063551",2006,"Male",8,4,"(1995,2016]"
"19910342",1991,"Female",16,10,"[1974,1995]"
"19891224",1989,"Female",12,8,"[1974,1995]"
"19740865",1974,"Male",17,9,"[1974,1995]"
"20160993",2016,"Male",12,7,"(1995,2016]"
"20162643",2016,"Female",12,5,"(1995,2016]"
"20161662",2016,"Female",16,6,"(1995,2016]"
"20140819",2014,"Male",12,7,"(1995,2016]"
"19780245",1978,"Female",18,10,"[1974,1995]"
"19962229",1996,"Female",12,7,"(1995,2016]"
"19740717",1974,"Female",10,6,"[1974,1995]"
"19760463",1976,"Female",12,7,"[1974,1995]"
"19820844",1982,"Female",16,9,"[1974,1995]"
"20060971",2006,"Male",18,10,"(1995,2016]"
"20064047",2006,"Male",12,6,"(1995,2016]"
"20002077",2000,"Female",16,7,"(1995,2016]"
"20141066",2014,"Male",6,8,"(1995,2016]"
"19980077",1998,"Female",12,9,"(1995,2016]"
"20121114",2012,"Female",14,7,"(1995,2016]"
"19941370",1994,"Female",14,5,"[1974,1995]"
"19901271",1990,"Female",9,4,"[1974,1995]"
"20160635",2016,"Female",14,6,"(1995,2016]"
"19820437",1982,"Male",12,5,"[1974,1995]"
"20141898",2014,"Female",16,7,"(1995,2016]"
"19890906",1989,"Female",12,6,"[1974,1995]"
"19760048",1976,"Male",16,9,"[1974,1995]"
"19870138",1987,"Male",16,6,"[1974,1995]"
"20001515",2000,"Female",13,5,"(1995,2016]"
"19872175",1987,"Male",13,4,"[1974,1995]"
"19961187",1996,"Male",12,6,"(1995,2016]"
"19940794",1994,"Male",16,5,"[1974,1995]"
"20080975",2008,"Male",16,7,"(1995,2016]"
"19941180",1994,"Male",12,4,"[1974,1995]"
"19780174",1978,"Male",16,10,"[1974,1995]"
"20042102",2004,"Male",12,7,"(1995,2016]"
"19760291",1976,"Male",11,8,"[1974,1995]"
"20141764",2014,"Female",12,8,"(1995,2016]"
"19741383",1974,"Female",6,3,"[1974,1995]"
"20042384",2004,"Female",11,8,"(1995,2016]"
"20042543",2004,"Male",11,4,"(1995,2016]"
"19942035",1994,"Male",15,6,"[1974,1995]"
"20080682",2008,"Female",14,7,"(1995,2016]"
"19821472",1982,"Female",18,10,"[1974,1995]"
"19840229",1984,"Female",12,7,"[1974,1995]"
"19981883",1998,"Female",12,5,"(1995,2016]"
"19910459",1991,"Male",12,7,"[1974,1995]"
"19981082",1998,"Male",13,3,"(1995,2016]"
"19760722",1976,"Male",12,5,"[1974,1995]"
"19880407",1988,"Female",8,4,"[1974,1995]"
"20061584",2006,"Male",4,5,"(1995,2016]"
"19880661",1988,"Female",10,4,"[1974,1995]"
"19741464",1974,"Female",12,8,"[1974,1995]"
"20081068",2008,"Male",13,10,"(1995,2016]"
"19942205",1994,"Male",12,6,"[1974,1995]"
"20101074",2010,"Male",17,7,"(1995,2016]"
"20041253",2004,"Male",12,6,"(1995,2016]"
"19941701",1994,"Female",19,9,"[1974,1995]"
"19930355",1993,"Female",13,6,"[1974,1995]"
"19880589",1988,"Male",16,8,"[1974,1995]"
"19942707",1994,"Female",12,5,"[1974,1995]"
"20120715",2012,"Male",14,6,"(1995,2016]"
"19841136",1984,"Male",12,7,"[1974,1995]"
"19780044",1978,"Female",12,7,"[1974,1995]"
"19840920",1984,"Female",12,8,"[1974,1995]"
"19820619",1982,"Male",16,8,"[1974,1995]"
"19941095",1994,"Female",12,4,"[1974,1995]"
"20061047",2006,"Female",15,4,"(1995,2016]"
"19930422",1993,"Male",12,7,"[1974,1995]"
"19820521",1982,"Female",12,9,"[1974,1995]"
"19891272",1989,"Female",18,9,"[1974,1995]"
"20062114",2006,"Female",8,3,"(1995,2016]"
"20120305",2012,"Male",18,8,"(1995,2016]"
"19820407",1982,"Male",20,7,"[1974,1995]"
"19880929",1988,"Male",16,5,"[1974,1995]"
"20000848",2000,"Female",13,5,"(1995,2016]"
"20121050",2012,"Female",13,5,"(1995,2016]"
"19901070",1990,"Female",14,7,"[1974,1995]"
"19780864",1978,"Male",12,3,"[1974,1995]"
"20062061",2006,"Female",16,7,"(1995,2016]"
"20061436",2006,"Male",18,7,"(1995,2016]"
"20100966",2010,"Female",14,6,"(1995,2016]"
"20000771",2000,"Male",12,5,"(1995,2016]"
"19911047",1991,"Female",16,7,"[1974,1995]"
"19761082",1976,"Male",16,8,"[1974,1995]"
"20002339",2000,"Male",12,2,"(1995,2016]"
"20101952",2010,"Female",12,5,"(1995,2016]"
"19741008",1974,"Female",14,6,"[1974,1995]"
"19780048",1978,"Female",12,3,"[1974,1995]"
"19891226",1989,"Female",12,8,"[1974,1995]"
"19781328",1978,"Female",12,6,"[1974,1995]"
"19780216",1978,"Male",17,9,"[1974,1995]"
"19870362",1987,"Female",9,5,"[1974,1995]"
"19960264",1996,"Female",13,6,"(1995,2016]"
"19781023",1978,"Male",16,9,"[1974,1995]"
"19931044",1993,"Male",13,4,"[1974,1995]"
"19881145",1988,"Female",11,6,"[1974,1995]"
"20140999",2014,"Female",12,6,"(1995,2016]"
"19870213",1987,"Female",16,6,"[1974,1995]"
"19900939",1990,"Female",20,10,"[1974,1995]"
"19911244",1991,"Female",15,6,"[1974,1995]"
"20063299",2006,"Female",13,6,"(1995,2016]"
